Isolate_Id,Isolate_Name,Subtype,Lineage,Clade,Host,Passage_History,Location,Collection_Date,Submission_Date,H_Subtype,N_Subtype,Collection_Year,4_HA_ID,New_Host,Prediction
EPI_ISL_19194238,A/mallard/Washington/23-033638-013/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Washington,2023-10-25,2024-06-13,5,1,2023,EPI3364212,mallard,Avian
EPI_ISL_19194227,A/mallard/Idaho/23-028152-014/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / Idaho,2023-09-13,2024-06-13,5,2,2023,EPI3364124,mallard,Avian
EPI_ISL_19186562,A/turkey/South Dakota/23-038305-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / Hamlin County,2023-12-04,2024-06-07,5,1,2023,EPI3358628,turkey,Avian
EPI_ISL_19186560,A/turkey/South Dakota/23-038249-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / Bon Homme County,2023-12-02,2024-06-07,5,1,2023,EPI3358612,turkey,Avian
EPI_ISL_19186558,A/turkey/South Dakota/23-038246-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / Spink County,2023-12-03,2024-06-07,5,1,2023,EPI3358596,turkey,Avian
EPI_ISL_19186556,A/chicken/South Dakota/23-038240-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / Kingsbury County,2023-12-01,2024-06-07,5,1,2023,EPI3358580,chicken,Avian
EPI_ISL_19186555,A/chicken/California/23-038158-005/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California / Stanislaus County,2023-12-01,2024-06-07,5,1,2023,EPI3358572,chicken,Avian
EPI_ISL_19186554,A/chicken/Arkansas/23-037987-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Arkansas / Johnson County,2023-11-29,2024-06-07,5,1,2023,EPI3358564,chicken,Avian
EPI_ISL_19186547,A/green-winged teal/California/23-032991-030/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-10-22,2024-06-07,5,1,2023,EPI3358506,green_winged_teal,Avian
EPI_ISL_19186545,A/cinnamon teal/California/23-032991-011/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-10-22,2024-06-07,5,1,2023,EPI3358489,cinnamon_teal,Avian
EPI_ISL_19186544,A/mallard/Colorado/23-030893-0012/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-10-07,2024-06-07,5,1,2023,EPI3358481,mallard,Avian
EPI_ISL_19186543,A/mallard/Montana/23-030714-0012/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Montana,2023-09-30,2024-06-07,5,1,2023,EPI3358472,mallard,Avian
EPI_ISL_19186534,A/ring-necked duck/Idaho/23-028146-027/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / Idaho,2023-09-08,2024-06-07,5,2,2023,EPI3358398,ring_necked_duck,Avian
EPI_ISL_19178104,A/American crow/Virginia/W24-190R/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Virginia,2024-03-14,2024-05-24,5,1,2024,EPI3352961,american_crow,Avian
EPI_ISL_19178095,A/sanderling/Virginia/W24-190A/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Virginia,2024-03-10,2024-05-24,5,1,2024,EPI3352903,sanderling,Avian
EPI_ISL_19014410,A/chicken/Texas/24-007264-003/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Texas / Moore County,2024-03-07,2024-03-27,5,1,2024,EPI3158881,chicken,Avian
EPI_ISL_19014398,A/peregrine falcon/California/24-005915-001/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California / Alameda County,2024-02-14,2024-03-27,5,1,2024,EPI3158787,peregrine_falcon,Avian
EPI_ISL_19014396,A/Wild-Bird/Wyoming/24-003692-001/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Wyoming,2024-01-25,2024-03-27,5,1,2024,EPI3158771,wild_bird,Avian
EPI_ISL_18702992,A/Herring_Gull/NS/FAV-0406-4/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-05-16,2023-12-29,5,5,2023,EPI2876328,herring_gull,Avian
EPI_ISL_18702991,A/Northern_Fulmar/NS/FAV-0406-3/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-05-15,2023-12-29,5,5,2023,EPI2876320,northern_fulmar,Avian
EPI_ISL_18702990,A/Northern_Fulmar/NS/FAV-0406-2/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-05-15,2023-12-29,5,5,2023,EPI2876312,northern_fulmar,Avian
EPI_ISL_18702988,A/Northern_Fulmar/NS/FAV-0264-9/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-03-21,2023-12-29,5,5,2023,EPI2876296,northern_fulmar,Avian
EPI_ISL_18702987,A/Northern_Fulmar/NS/FAV-0264-8/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-03-21,2023-12-29,5,5,2023,EPI2876288,northern_fulmar,Avian
EPI_ISL_18702986,A/Northern_Fulmar/NS/FAV-0264-7/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-03-02,2023-12-29,5,5,2023,EPI2876280,northern_fulmar,Avian
EPI_ISL_18702985,A/Northern_Fulmar/NS/FAV-0264-6/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-03-02,2023-12-29,5,5,2023,EPI2876272,northern_fulmar,Avian
EPI_ISL_18702984,A/Northern_Fulmar/NS/FAV-0264-5/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-02-16,2023-12-29,5,5,2023,EPI2876264,northern_fulmar,Avian
EPI_ISL_18702983,A/Northern_Fulmar/NS/FAV-0264-4/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-02-16,2023-12-29,5,5,2023,EPI2876256,northern_fulmar,Avian
EPI_ISL_18702982,A/Northern_Fulmar/NS/FAV-0264-3/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-02-16,2023-12-29,5,5,2023,EPI2876248,northern_fulmar,Avian
EPI_ISL_18702981,A/Great_Black-Backed_Gull/NS/FAV-0264-15/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-04-30,2023-12-29,5,5,2023,EPI2876240,great_black_backed_gull,Avian
EPI_ISL_18702980,A/Herring_Gull/NS/FAV-0264-14/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-04-30,2023-12-29,5,5,2023,EPI2876232,herring_gull,Avian
EPI_ISL_18702979,A/Northern_Fulmar/NS/FAV-0264-13/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-04-29,2023-12-29,5,5,2023,EPI2876224,northern_fulmar,Avian
EPI_ISL_18702977,A/Black-Legged_Kittiwake/NS/FAV-0264-11/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-03-21,2023-12-29,5,5,2023,EPI2876208,black_legged_kittiwake,Avian
EPI_ISL_18702976,A/Northern_Fulmar/NS/FAV-0264-10/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-03-28,2023-12-29,5,5,2023,EPI2876200,northern_fulmar,Avian
EPI_ISL_18702975,A/Northern_Fulmar/NS/FAV-0264-1/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-02-16,2023-12-29,5,5,2023,EPI2876192,northern_fulmar,Avian
EPI_ISL_18702974,A/Great_Black-Backed_Gull/NS/FAV-0263-9/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-04-19,2023-12-29,5,5,2023,EPI2876184,great_black_backed_gull,Avian
EPI_ISL_18702973,A/Great_Black-Backed_Gull/NS/FAV-0263-8/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-04-17,2023-12-29,5,5,2023,EPI2876176,great_black_backed_gull,Avian
EPI_ISL_18702972,A/Great_Black-Backed_Gull/NS/FAV-0263-7/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-04-17,2023-12-29,5,5,2023,EPI2876168,great_black_backed_gull,Avian
EPI_ISL_18702971,A/Herring_Gull/NS/FAV-0263-6/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-04-13,2023-12-29,5,5,2023,EPI2876160,herring_gull,Avian
EPI_ISL_18702970,A/Great_Black-Backed_Gull/NS/FAV-0263-5/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-04-14,2023-12-29,5,5,2023,EPI2876152,great_black_backed_gull,Avian
EPI_ISL_18702969,A/Great_Black-Backed_Gull/NS/FAV-0263-4/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-04-14,2023-12-29,5,5,2023,EPI2876144,great_black_backed_gull,Avian
EPI_ISL_18702967,A/Herring_Gull/NS/FAV-0263-2/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Sable Island,2023-04-14,2023-12-29,5,5,2023,EPI2876128,herring_gull,Avian
EPI_ISL_18702963,A/Common_Tern/NS/FAV-0234-1/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Nova Scotia / Middle West Pubnico,2023-06-09,2023-12-29,5,5,2023,EPI2876096,common_tern,Avian
EPI_ISL_18702962,A/Herring_Gull/NS/FAV-0231-1/2023,H5N5,,2.3.4.4b,Avian,egg-1ce2dpi,North America / Canada / Nova Scotia / Country Island,2023-06-02,2023-12-29,5,5,2023,EPI2876088,herring_gull,Avian
EPI_ISL_18702958,A/Red-Tailed_Hawk/PEI/FAV-0165-1/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Prince Edward Island / Charlottetown,2023-04-15,2023-12-29,5,5,2023,EPI2876056,red_tailed_hawk,Avian
EPI_ISL_18702957,A/American_Crow/PEI/FAV-0144-1/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Prince Edward Island / Cornwall,2023-03-03,2023-12-29,5,5,2023,EPI2876048,american_crow,Avian
EPI_ISL_18702955,A/American_Crow/PEI/FAV-0068-9/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Prince Edward Island / Summerside,2023-01-31,2023-12-29,5,5,2023,EPI2876032,american_crow,Avian
EPI_ISL_18702952,A/American_Crow/PEI/FAV-0035-6/2023,H5N5,,2.3.4.4b,Avian,Original,North America / Canada / Prince Edward Island / Summerside,2023-01-09,2023-12-29,5,5,2023,EPI2876008,american_crow,Avian
EPI_ISL_18695162,A/turkey/Minnesota/23-031477-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Blue Earth County,2023-10-16,2023-12-27,5,1,2023,EPI2869844,turkey,Avian
EPI_ISL_18695161,A/turkey/Minnesota/23-031477-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Blue Earth County,2023-10-16,2023-12-27,5,1,2023,EPI2869836,turkey,Avian
EPI_ISL_18695160,A/Muscovy duck/Washington/23-031346-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Washington / King County,2023-10-16,2023-12-27,5,1,2023,EPI2869828,muscovy_duck,Avian
EPI_ISL_18695159,A/turkey/Minnesota/23-031337-003/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Becker County,2023-10-15,2023-12-27,5,1,2023,EPI2869820,turkey,Avian
EPI_ISL_18695156,A/peregrine falcon/Minnesota/23-031335-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota,2023-10-12,2023-12-27,5,1,2023,EPI2869796,peregrine_falcon,Avian
EPI_ISL_18695154,A/turkey/South Dakota/23-031331-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / Faulk County,2023-10-13,2023-12-27,5,1,2023,EPI2869780,turkey,Avian
EPI_ISL_18695153,A/turkey/South Dakota/23-031328-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / McPherson County,2023-10-14,2023-12-27,5,1,2023,EPI2869772,turkey,Avian
EPI_ISL_18695151,A/turkey/Minnesota/23-031338-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Meeker County,2023-10-11,2023-12-27,5,1,2023,EPI2869756,turkey,Avian
EPI_ISL_19555245,A/Chicken/BC/FAV-0284-1/2024,H5N1,,2.3.4.4b,Chicken,OS,North America / Canada / British Columbia,2024-11-01,2024-11-20,5,1,2024,EPI3651286,chicken,Avian
EPI_ISL_19326268,A/chicken/Colorado/24-020796-001/2024,H5N1,,2.3.4.4b,Chicken,Original,North America / United States / Colorado,2024-07-13,2024-08-11,5,1,2024,EPI3494564,chicken,Avian
EPI_ISL_19326262,A/chicken/Colorado/24-020796-010/2024,H5N1,,2.3.4.4b,Chicken,Original,North America / United States / Colorado,2024-07-15,2024-08-11,5,1,2024,EPI3494516,chicken,Avian
EPI_ISL_19260342,A/chicken/Colorado/24-018507-002/2024,H5N1,,2.3.4.4b,Chicken,Original,North America / United States / Colorado,2024-06-21,2024-07-08,5,1,2024,EPI3433939,chicken,Avian
EPI_ISL_19260316,A/chicken/Minnesota/24-018153-002/2024,H5N1,,2.3.4.4b,Chicken,Original,North America / United States / Minnesota,2024-06-20,2024-07-08,5,1,2024,EPI3433750,chicken,Avian
EPI_ISL_19227532,A/chicken/New Mexico/24-010947-003/2024,H5N1,,2.3.4.4b,Chicken,Original,North America / United States / New Mexico,2024-04-12,2024-05-06,5,1,2024,EPI3410644,chicken,Avian
EPI_ISL_19227378,A/chicken/Iowa/24-015328-001/2024,H5N1,,2.3.4.4b,Chicken,Original,North America / United States / Iowa,2024-05-27,2024-07-12,5,1,2024,EPI3442441,chicken,Avian
EPI_ISL_19227344,A/chicken/Minnesota/24-014972-003/2024,H5N1,,2.3.4.4b,Chicken,Original,North America / United States / Minnesota,2024-05-19,2024-06-12,5,1,2024,EPI3409274,chicken,Avian
EPI_ISL_19604370,A/northern shoveler/Arkansas/23-002690-001/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Arkansas,2023-01-14,2024-12-04,5,1,2023,EPI3691041,duck,Avian
EPI_ISL_19604354,A/northern shoveler/Texas/23-007477-003/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Texas,2023-01-19,2024-12-04,5,1,2023,EPI3690913,duck,Avian
EPI_ISL_19604327,A/muscovy duck/South Carolina/23-005535-003/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / South Carolina,2023-02-07,2024-12-04,5,1,2023,EPI3690697,duck,Avian
EPI_ISL_19604325,A/muscovy duck/South Carolina/23-005535-001/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / South Carolina,2023-02-07,2024-12-04,5,1,2023,EPI3690681,duck,Avian
EPI_ISL_19604154,A/mallard/Idaho/23-028151-005/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Idaho,2023-09-11,2024-12-04,5,1,2023,EPI3689313,duck,Avian
EPI_ISL_19604153,A/mallard/Idaho/23-029400-018-R/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Idaho,2023-09-23,2024-12-04,5,1,2023,EPI3689305,duck,Avian
EPI_ISL_19604152,A/mallard/Idaho/23-029400-017/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Idaho,2023-09-23,2024-12-04,5,1,2023,EPI3689297,duck,Avian
EPI_ISL_19604151,A/mallard/Idaho/23-029400-016/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Idaho,2023-09-23,2024-12-04,5,1,2023,EPI3689289,duck,Avian
EPI_ISL_19604149,A/mallard/Idaho/23-029400-012-R/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Idaho,2023-09-23,2024-12-04,5,1,2023,EPI3689273,duck,Avian
EPI_ISL_19604148,A/mallard/Idaho/23-029400-008/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Idaho,2023-09-23,2024-12-04,5,1,2023,EPI3689265,duck,Avian
EPI_ISL_19604078,A/mallard/New York/23-004808-016/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / New York,2023-02-02,2024-12-04,5,1,2023,EPI3688705,duck,Avian
EPI_ISL_19604077,A/mallard/New York/23-004808-007/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / New York,2023-02-02,2024-12-04,5,1,2023,EPI3688697,duck,Avian
EPI_ISL_19604076,A/mallard/New York/23-004808-004/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / New York,2023-02-02,2024-12-04,5,1,2023,EPI3688689,duck,Avian
EPI_ISL_19604075,A/mallard/New York/23-004807-074/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / New York,2023-02-01,2024-12-04,5,1,2023,EPI3688681,duck,Avian
EPI_ISL_19604049,A/mallard/New York/23-004807-015/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / New York,2023-02-01,2024-12-04,5,1,2023,EPI3688473,duck,Avian
EPI_ISL_19604048,A/mallard/New York/23-004807-013/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / New York,2023-02-01,2024-12-04,5,1,2023,EPI3688465,duck,Avian
EPI_ISL_19604044,A/mallard/Minnesota/23-008404-022/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Minnesota,2023-03-07,2024-12-04,5,1,2023,EPI3688433,duck,Avian
EPI_ISL_19604034,A/mallard/Montana/23-030444-002/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Montana,2023-09-30,2024-12-04,5,1,2023,EPI3688353,duck,Avian
EPI_ISL_19604009,A/mallard/Montana/23-030445-015/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Montana,2023-09-30,2024-12-04,5,1,2023,EPI3688153,duck,Avian
EPI_ISL_19604007,A/mallard/New Hampshire/23-008141-001/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / New Hampshire,2023-02-27,2024-12-04,5,1,2023,EPI3688137,duck,Avian
EPI_ISL_19604006,A/mallard/New Hampshire/23-008139-001/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / New Hampshire,2023-03-02,2024-12-04,5,1,2023,EPI3688129,duck,Avian
EPI_ISL_19604000,A/mallard/Montana/23-030714-044/2023,H5N1,,2.3.4.4b,Duck,Original,North America / United States / Montana,2023-09-30,2024-12-04,5,1,2023,EPI3688081,duck,Avian
EPI_ISL_17424647,A/eagle/Virginia/W22-101/2023,H5N1,,2.3.4.4b,Eagle,,North America / United States / Virginia,2023-01-03,2023-04-03,5,1,2023,EPI2507011,eagle,Avian
EPI_ISL_17424644,A/eagle/South Carolina/W23-142A/2023,H5N1,,2.3.4.4b,Eagle,,North America / United States / South Carolina,2023-02-19,2023-04-03,5,1,2023,EPI2506988,eagle,Avian
EPI_ISL_17424638,A/eagle/North Carolina/W23-142A/2023,H5N1,,2.3.4.4b,Eagle,,North America / United States / North Carolina,2023-02-16,2023-04-03,5,1,2023,EPI2506939,eagle,Avian
EPI_ISL_19506081,A/dairy cow/USA/24_029379-002/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / California,2024-10-03,2024-10-21,5,1,2024,EPI3616739,dairy_cow,Avian
EPI_ISL_19473394,A/dairy cow/USA/24_027662-001/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / California,2024-09-18,2024-10-09,5,1,2024,EPI3599330,dairy_cow,Avian
EPI_ISL_19416110,A/dairy cow/Michigan/24_014001-004/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Michigan,2024-05-08,2024-09-16,5,1,2024,EPI3557650,dairy_cow,Avian
EPI_ISL_19416109,A/dairy cow/Michigan/24_014001-002/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Michigan,2024-05-08,2024-09-16,5,1,2024,EPI3557642,dairy_cow,Avian
EPI_ISL_19334248,A/dairy cow/Texas/6855-8/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Texas,2024-04,2024-08-09,5,1,2024,EPI3506834,dairy_cow,Avian
EPI_ISL_19334246,A/dairy cow/Texas/062424-12/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Texas,2024-06-24,2024-08-09,5,1,2024,EPI3506832,dairy_cow,Avian
EPI_ISL_19334240,A/dairy cow/South Dakota/062424-20/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / South Dakota,2024-06-24,2024-08-09,5,1,2024,EPI3506819,dairy_cow,Avian
EPI_ISL_19334231,A/dairy cow/Kansas/0528-12/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Kansas,2024-04,2024-08-09,5,1,2024,EPI3506810,dairy_cow,Avian
EPI_ISL_19334229,A/dairy cow/Idaho/072424-2/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Idaho,2024-07-24,2024-08-09,5,1,2024,EPI3506808,dairy_cow,Avian
EPI_ISL_19334228,A/dairy cow/Idaho/070924-2/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Idaho,2024-07-09,2024-08-09,5,1,2024,EPI3506807,dairy_cow,Avian
EPI_ISL_19334223,A/dairy cow/Idaho/070924-6/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Idaho,2024-07-09,2024-08-09,5,1,2024,EPI3506802,dairy_cow,Avian
EPI_ISL_19334222,A/dairy cow/Idaho/072424-1/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Idaho,2024-07-24,2024-08-09,5,1,2024,EPI3506801,dairy_cow,Avian
EPI_ISL_19334221,A/dairy cow/Idaho/072424-5/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Idaho,2024-07-24,2024-08-09,5,1,2024,EPI3506800,dairy_cow,Avian
EPI_ISL_19326258,A/dairy cow/Colorado/24_021340-001/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Colorado,2024-07-17,2024-08-11,5,1,2024,EPI3494484,dairy_cow,Avian
EPI_ISL_19326252,A/dairy cow/Colorado/24_020795-001/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Colorado,2024-07-17,2024-08-11,5,1,2024,EPI3494436,dairy_cow,Avian
EPI_ISL_19326242,A/dairy cow/Colorado/24_020797-013/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Colorado,2024-07-17,2024-08-11,5,1,2024,EPI3494372,dairy_cow,Avian
EPI_ISL_19260361,A/dairy cow/Iowa/24_018154-001/2024,H5N1,,2.3.4.4b,Dairy cow,Original,North America / United States / Iowa,2024-06-19,2024-07-08,5,1,2024,EPI3434052,dairy_cow,Avian
